Country,Is Non-Muslim,Source,Language,Localization name,Code,country_id,localization_id,Default translation,Translated by,Translation ID,Description,URL
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Umm Muhammad,eng_ummmuhammad,Translated by Umm Muhammad in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-ummmuhammad.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Wahiduddin Khan,eng_wahiduddinkhan,Translated by Wahiduddin Khan in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-wahiduddinkhan.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Yusuf Ali Orig,eng_yusufaliorig,Translated by Yusuf Ali Orig in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-yusufaliorig.json
Worldwide,Yes,fawazahmed,Esperanto,Esperanto,epo,79,79,1,Hadi Abdollahian,epo_hadiabdollahian,Translated by Hadi Abdollahian in Esperanto,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/epo-hadiabdollahian.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Abdolmohammad Ayati,fas_abdolmohammaday,Translated by Abdolmohammad Ayati in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-abdolmohammaday.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Abolfazl Bahrampour,fas_abolfazlbahramp,Translated by Abolfazl Bahrampour in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-abolfazlbahramp.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Baha Oddin Khorramshahi,fas_bahaoddinkhorra,Translated by Baha Oddin Khorramshahi in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-bahaoddinkhorra.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Dr. Hussien Tagi,fas_drhussientagi,Translated by Dr. Hussien Tagi in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-drhussientagi.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Hussain Ansarian,fas_hussainansarian,Translated by Hussain Ansarian in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-hussainansarian.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Islamhouse.com Persian Team,fas_islamhousecompe,Translated by Islamhouse.com Persian Team in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-islamhousecompe.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Mahdi Elahi Ghomshei,fas_mahdielahighoms,Translated by Mahdi Elahi Ghomshei in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-mahdielahighoms.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Mohammad Kazem Moezzi,fas_mohammadkazemmo,Translated by Mohammad Kazem Moezzi in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-mohammadkazemmo.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Mohammad Mahdi Fooladvand,fas_mohammadmahdifo,Translated by Mohammad Mahdi Fooladvand in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-mohammadmahdifo.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Mohammad Sadeqi Tehrani,fas_mohammadsadeqit,Translated by Mohammad Sadeqi Tehrani in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-mohammadsadeqit.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Mohsen Gharaati,fas_mohsengharaati,Translated by Mohsen Gharaati in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-mohsengharaati.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Mostafa Khorramdel,fas_mostafakhorramd,Translated by Mostafa Khorramdel in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-mostafakhorramd.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Naser Makarem Shirazi,fas_nasermakaremshi,Translated by Naser Makarem Shirazi in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-nasermakaremshi.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Sayyed Jalaloddin Mojtabavi,fas_sayyedjalaloddi,Translated by Sayyed Jalaloddin Mojtabavi in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-sayyedjalaloddi.json
Iran,No,fawazahmed,Persian,Persian,fas,35,35,1,Unknown,fas_unknown,Translated by Unknown in Persian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fas-unknown.json
Philippines,Yes,fawazahmed,Filipino,Filipino,fil,27,27,1,Abdullatif Eduardo M. Arceo,fil_abdullatifeduar,Translated by Abdullatif Eduardo M. Arceo in Filipino,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fil-abdullatifeduar.json
Philippines,Yes,fawazahmed,Filipino,Filipino,fil,27,27,1,Www.islamhouse.com,fil_wwwislamhouseco,Translated by Www.islamhouse.com in Filipino,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fil-wwwislamhouseco.json
Finland,Yes,fawazahmed,Finnish,Finnish,fin,80,80,1,Unknown,fin_unknown,Translated by Unknown in Finnish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fin-unknown.json
"France, Canada, Belgium, Switzerland",Yes,fawazahmed,French,French,fra,81,81,1,Islamic Foundation,fra_islamicfoundati,Translated by Islamic Foundation in French,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fra-islamicfoundati.json
"France, Canada, Belgium, Switzerland",Yes,fawazahmed,French,French,fra,81,81,1,Muhammad Hameedullah,fra_muhammadhameedu,Translated by Muhammad Hameedullah in French,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fra-muhammadhameedu.json
"France, Canada, Belgium, Switzerland",Yes,fawazahmed,French,French,fra,81,81,1,Muhammad Hamidullah,fra_muhammadhamidul,Translated by Muhammad Hamidullah in French,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fra-muhammadhamidul.json
"France, Canada, Belgium, Switzerland",Yes,fawazahmed,French,French,fra,81,81,1,Rashid Maash,fra_rashidmaash,Translated by Rashid Maash in French,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fra-rashidmaash.json
"France, Canada, Belgium, Switzerland",Yes,fawazahmed,French,French,fra,81,81,1,Shahnaz Saidi Benbetka,fra_shahnazsaidiben,Translated by Shahnaz Saidi Benbetka in French,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/fra-shahnazsaidiben.json
"Guinea, Mali, Senegal, Mauritania",Mixed,fawazahmed,Fulah,Fulah,ful,82,82,1,Rowad Translation Center And Islamhouse,ful_rowadtranslatio,Translated by Rowad Translation Center And Islamhouse in Fulah,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ful-rowadtranslatio.json
India,Yes,fawazahmed,Hindi,Hindi,hin,42,42,1,Muhammad Farooq Khan And Muhammad Ahmed,hin_muhammadfarooqk,Translated by Muhammad Farooq Khan And Muhammad Ahmed in Hindi,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/hin-muhammadfarooqk.json
India,Yes,fawazahmed,Hindi,Hindi,hin,42,42,1,Suhel Farooq Khan And Saifur Rahman Nadwi,hin_suhelfarooqkhan,Translated by Suhel Farooq Khan And Saifur Rahman Nadwi in Hindi,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/hin-suhelfarooqkhan.json
Croatia,Yes,fawazahmed,Croatian,Croatian,hrv,19,19,1,Unknown,hrv_unknown,Translated by Unknown in Croatian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/hrv-unknown.json
Hungary,Yes,fawazahmed,Hungarian,Hungarian,hun,83,83,1,Dr. Ahmed Abdel Rahman Okfat Tashaab,hun_drahmedabdelrah,Translated by Dr. Ahmed Abdel Rahman Okfat Tashaab in Hungarian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/hun-drahmedabdelrah.json
Indonesia,No,fawazahmed,Indonesian,Indonesian,ind,26,26,1,Jalal Ad Din Al Mahalli And Jalal Ad Din As Suyuti,ind_jalaladdinalmah,Translated by Jalal Ad Din Al Mahalli And Jalal Ad Din As Suyuti in Indonesian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ind-jalaladdinalmah.json
Indonesia,No,fawazahmed,Indonesian,Indonesian,ind,26,26,1,King Fahd Complex,ind_kingfahdcomplex,Translated by King Fahd Complex in Indonesian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ind-kingfahdcomplex.json
Indonesia,No,fawazahmed,Indonesian,Indonesian,ind,26,26,1,Muhammad Quraish Shihab Et Al.,ind_muhammadquraish,Translated by Muhammad Quraish Shihab Et Al. in Indonesian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ind-muhammadquraish.json
Indonesia,No,fawazahmed,Indonesian,Indonesian,ind,26,26,1,Unknown,ind_unknown,Translated by Unknown in Indonesian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ind-unknown.json
Italy,Yes,fawazahmed,Italian,Italian,ita,7,7,1,Hamza Roberto Piccardo,ita_hamzarobertopic,Translated by Hamza Roberto Piccardo in Italian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ita-hamzarobertopic.json
Indonesia,No,fawazahmed,Javanese,Javanese,jav,26,26,1,Unknown,jav_unknown,Translated by Unknown in Javanese,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/jav-unknown.json
Japan,No,fawazahmed,Japanese,Javanese,jpn,30,30,1,Ryoichi Mita,jpn_ryoichimita,Translated by Ryoichi Mita in Japanese,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/jpn-ryoichimita.json
India (Karnataka state),Yes,fawazahmed,Kannada,Kannada,kan,42,42,1,Abdussalam Puthige,kan_abdussalamputhi,Translated by Abdussalam Puthige in Kannada,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/kan-abdussalamputhi.json
Rwanda,Yes,fawazahmed,Kinyarwanda,Kinyarwanda,kin,58,58,1,R. M. C. Rwanda,kin_rmcrwanda,Translated by R. M. C. Rwanda in Kinyarwanda,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/kin-rmcrwanda.json
"Turkey, Syria, Iraq, Armenia",Mixed,fawazahmed,Kurmanji,Kurmanji,kmr,38,38,1,Unknown,kmr_unknown,Translated by Unknown in Kurmanji,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/kmr-unknown.json
"Indonesia, Malaysia",No,fawazahmed,Kendayan,Kendayan,knx,84,84,1,Unknown,knx_unknown,Translated by Unknown in Kendayan,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/knx-unknown.json
South Korea and North Korea,Yes,fawazahmed,Korean,Korean,kor,85,85,1,Unknown,kor_unknown,Translated by Unknown in Korean,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/kor-unknown.json
"Iraq, Iran, Syria, Turkey",No,fawazahmed,Kurdish,Kurdish,kur,37,37,1,Burhan Muhammad Amin,kur_burhanmuhammada,Translated by Burhan Muhammad Amin in Kurdish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/kur-burhanmuhammada.json
Vatican City,Yes,fawazahmed,Latin,Latin,lat,86,86,1,Hadi Abdollahian,lat_hadiabdollahian,Translated by Hadi Abdollahian in Latin,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/lat-hadiabdollahian.json
Uganda (Baganda region),Yes,fawazahmed,Ganda,Ganda,lug,87,87,1,Fareeq Musa,lug_fareeqmusa,Translated by Fareeq Musa in Ganda,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/lug-fareeqmusa.json
Kenya,Yes,fawazahmed,Luyia,Luyia,luy,54,54,1,"Mohammad Ramadhan Sebwa, Ramadhan Hajj Ndeka, Ismail Were, Musa Murasi Salim Kukuya, Yusuf Shiundu Malala, Yahya Wafula Ojwang, Haroon Albert Msah",luy_mohammadramadha,"Translated by Mohammad Ramadhan Sebwa, Ramadhan Hajj Ndeka, Ismail Were, Musa Murasi Salim Kukuya, Yusuf Shiundu Malala, Yahya Wafula Ojwang, Haroon Albert Msah in Luyia",https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/luy-mohammadramadha.json
India (Kerala region),Yes,fawazahmed,Malayalam,Malayalam,mal,42,42,1,Abdul Hameed Madani And Kunhi Mohammed,mal_abdulhameedmada,Translated by Abdul Hameed Madani And Kunhi Mohammed in Malayalam,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mal-abdulhameedmada.json
India (Kerala region),Yes,fawazahmed,Malayalam,Malayalam,mal,42,42,1,Cheriyamundam Abdul Hameed And Kunhi Mohammed Parappoor,mal_cheriyamundamab,Translated by Cheriyamundam Abdul Hameed And Kunhi Mohammed Parappoor in Malayalam,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mal-cheriyamundamab.json
India (Kerala region),Yes,fawazahmed,Malayalam,Malayalam,mal,42,42,1,Muhammad Karakunnu And Vanidas Elayavoor,mal_muhammadkarakun,Translated by Muhammad Karakunnu And Vanidas Elayavoor in Malayalam,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mal-muhammadkarakun.json
North Macedonia,Yes,fawazahmed,Macedonian,Macedonian,mkd,14,14,1,Macedonian Scholars,mkd_macedonianschol,Translated by Macedonian Scholars in Macedonian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mkd-macedonianschol.json
North Macedonia,Yes,fawazahmed,Macedonian,Macedonian,mkd,14,14,1,Sheikh Hassan Gilo,mkd_sheikhhassangil,Translated by Sheikh Hassan Gilo in Macedonian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mkd-sheikhhassangil.json
Malta,Yes,fawazahmed,Maltese,Maltese,mlt,88,88,1,"Martin R. Zammit, Muhammad El Sadi",mlt_martinrzammitmu,"Translated by Martin R. Zammit, Muhammad El Sadi in Maltese",https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mlt-martinrzammitmu.json
Philippines,Yes,fawazahmed,Maranao,Maranao,mrw,27,27,1,Guro Alim Saromantang,mrw_guroalimsaroman,Translated by Guro Alim Saromantang in Maranao,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mrw-guroalimsaroman.json
Myanmar,Yes,fawazahmed,Burmese,Burmese,mya,89,89,1,Alin U Yin,mya_alinuyin,Translated by Alin U Yin in Burmese,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mya-alinuyin.json
Myanmar,Yes,fawazahmed,Burmese,Burmese,mya,89,89,1,Ba Sein,mya_basein,Translated by Ba Sein in Burmese,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mya-basein.json
Myanmar,Yes,fawazahmed,Burmese,Burmese,mya,89,89,1,Ghazi Mohammad Hashim,mya_ghazimohammadha,Translated by Ghazi Mohammad Hashim in Burmese,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mya-ghazimohammadha.json
Myanmar,Yes,fawazahmed,Burmese,Burmese,mya,89,89,1,Hashim Tin Myint,mya_hashimtinmyint,Translated by Hashim Tin Myint in Burmese,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/mya-hashimtinmyint.json
"Netherlands, Belgium",Yes,fawazahmed,Dutch,Dutch,nld,90,90,1,Fred Leemhuis,nld_fredleemhuis,Translated by Fred Leemhuis in Dutch,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/nld-fredleemhuis.json
"Netherlands, Belgium",Yes,fawazahmed,Dutch,Dutch,nld,90,90,1,Salomo Keyzer,nld_salomokeyzer,Translated by Salomo Keyzer in Dutch,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/nld-salomokeyzer.json
"Netherlands, Belgium",Yes,fawazahmed,Dutch,Dutch,nld,90,90,1,Sofian S. Siregar,nld_sofianssiregar,Translated by Sofian S. Siregar in Dutch,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/nld-sofianssiregar.json
"Netherlands, Belgium",Yes,fawazahmed,Dutch,Dutch,nld,90,90,1,Van De Taal,nld_unknown,Translated by Van De Taal in Dutch,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/nld-unknown.json
Norway,Yes,fawazahmed,Norwegian,Norwegian,nor,91,91,1,Einar Berg,nor_einarberg,Translated by Einar Berg in Norwegian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/nor-einarberg.json
Malawi,Yes,fawazahmed,Chichewa,Chichewa,nya,92,92,1,Al Haji Yusuf Muhammad Kanyamula,nya_alhajiyusufmuha,Translated by Al Haji Yusuf Muhammad Kanyamula in Chichewa,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/nya-alhajiyusufmuha.json
"India (Punjab state), Pakistan",Mixed,fawazahmed,Panjabi,Panjabi,pan,93,93,1,"Dr. Muhamad Habib, Bhai Harpreet Singh, Maulana Wahiduddin Khan",pan_drmuhamadhabibb,"Translated by Dr. Muhamad Habib, Bhai Harpreet Singh, Maulana Wahiduddin Khan in Panjabi",https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/pan-drmuhamadhabibb.json
Poland,Yes,fawazahmed,Polish,Polish,pol,94,94,1,Jozefa Bielawskiego,pol_jozefabielawski,Translated by Jozefa Bielawskiego in Polish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/pol-jozefabielawski.json
"Portugal, Brazil, Angola, Mozambique, Cape Verde, Guinea-Bissau, São Tomé, Príncipe, East Timor",Yes,fawazahmed,Portuguese,Portuguese,por,95,95,1,Samir El Hayek,por_samirelhayek,Translated by Samir El Hayek in Portuguese,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/por-samirelhayek.json
"Afghanistan, Pakistan",No,fawazahmed,Pushto,Pushto,pus,39,39,1,Abdulwali Khan,pus_abdulwalikhan,Translated by Abdulwali Khan in Pushto,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/pus-abdulwalikhan.json
Romania,Yes,fawazahmed,Romanian,Romanian,ron,9,9,1,George Grigore,ron_georgegrigore,Translated by George Grigore in Romanian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ron-georgegrigore.json
Romania,Yes,fawazahmed,Romanian,Romanian,ron,9,9,1,Hadi Abdollahian,ron_hadiabdollahian,Translated by Hadi Abdollahian in Romanian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ron-hadiabdollahian.json
Romania,Yes,fawazahmed,Romanian,Romanian,ron,9,9,1,Unknown,ron_unknown,Translated by Unknown in Romanian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ron-unknown.json
Burundi,Yes,fawazahmed,Rundi,Rundi,run,59,59,1,Sheikh Amissi Radjabu Ntamba,run_sheikhamissirad,Translated by Sheikh Amissi Radjabu Ntamba in Rundi,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/run-sheikhamissirad.json
Russia,Yes,fawazahmed,Russian,Russian,rus,17,17,1,Elmir Kuliev,rus_elmirkuliev,Translated by Elmir Kuliev in Russian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/rus-elmirkuliev.json
Russia,Yes,fawazahmed,Russian,Russian,rus,17,17,1,Gordy Semyonovich Sablukov,rus_gordysemyonovic,Translated by Gordy Semyonovich Sablukov in Russian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/rus-gordysemyonovic.json
Russia,Yes,fawazahmed,Russian,Russian,rus,17,17,1,Ignaty Yulianovich Krachkovsky,rus_ignatyyulianovi,Translated by Ignaty Yulianovich Krachkovsky in Russian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/rus-ignatyyulianovi.json
Russia,Yes,fawazahmed,Russian,Russian,rus,17,17,1,Magomed Nuri Osmanovich Osmanov,rus_magomednuriosma,Translated by Magomed Nuri Osmanovich Osmanov in Russian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/rus-magomednuriosma.json
Russia,Yes,fawazahmed,Russian,Russian,rus,17,17,1,"Ministry Of Awqaf, Egypt",rus_ministryofawqaf,"Translated by Ministry Of Awqaf, Egypt in Russian",https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/rus-ministryofawqaf.json
Russia,Yes,fawazahmed,Russian,Russian,rus,17,17,1,V. Porokhova,rus_vporokhova,Translated by V. Porokhova in Russian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/rus-vporokhova.json
Sri Lanka,Yes,fawazahmed,Sinhala,Sinhala,sin,46,46,1,"Naseem Ismail And Masoor Maulana, Kaleel",sin_naseemismailand,"Translated by Naseem Ismail And Masoor Maulana, Kaleel in Sinhala",https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/sin-naseemismailand.json
Sri Lanka,Yes,fawazahmed,Sinhala,Sinhala,sin,46,46,1,Www.islamhouse.com,sin_wwwislamhouseco,Translated by Www.islamhouse.com in Sinhala,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/sin-wwwislamhouseco.json
Slovakia,Yes,fawazahmed,Slovak,Slovak,slk,96,96,1,Hadi Abdollahian,slk_hadiabdollahian,Translated by Hadi Abdollahian in Slovak,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/slk-hadiabdollahian.json
Zimbabwe,Yes,fawazahmed,Shona,Shona,sna,97,97,1,Abdullah J. M. Adini And Students,sna_abdullahjmadini,Translated by Abdullah J. M. Adini And Students in Shona,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/sna-abdullahjmadini.json
"Pakistan, India",No,fawazahmed,Sindhi,Sindhi,snd,41,41,1,Taj Mehmood Amroti,snd_tajmehmoodamrot,Translated by Taj Mehmood Amroti in Sindhi,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/snd-tajmehmoodamrot.json
Somalia,No,fawazahmed,Somali,Somali,som,49,49,1,Abdullah Hasan Jacob,som_abdullahhasanja,Translated by Abdullah Hasan Jacob in Somali,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/som-abdullahhasanja.json
Somalia,No,fawazahmed,Somali,Somali,som,49,49,1,Mahmud Muhammad Abduh,som_mahmudmuhammada,Translated by Mahmud Muhammad Abduh in Somali,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/som-mahmudmuhammada.json
Somalia,No,fawazahmed,Somali,Somali,som,49,49,1,Shaykh Mahmood Muhammad Abdu,som_shaykhmahmoodmu,Translated by Shaykh Mahmood Muhammad Abdu in Somali,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/som-shaykhmahmoodmu.json
"Lesotho, South Africa",Yes,fawazahmed,Sotho,Sotho,sot,98,98,1,Sheikh Elias Keketso Lelia,sot_sheikheliaskeke,Translated by Sheikh Elias Keketso Lelia in Sotho,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/sot-sheikheliaskeke.json
Spain,Yes,fawazahmed,Spanish,Spanish,spa,3,3,1,"Abdul Qader Mouheddine, Sirhan Ali Sanchez.",spa_abdulqadermouhe,"Translated by Abdul Qader Mouheddine, Sirhan Ali Sanchez. in Spanish",https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/spa-abdulqadermouhe.json
Spain,Yes,fawazahmed,Spanish,Spanish,spa,3,3,1,Islamic Foundation,spa_islamicfoundati,Translated by Islamic Foundation in Spanish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/spa-islamicfoundati.json
Spain,Yes,fawazahmed,Spanish,Spanish,spa,3,3,1,Julio Cortes,spa_juliocortes,Translated by Julio Cortes in Spanish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/spa-juliocortes.json
Spain,Yes,fawazahmed,Spanish,Spanish,spa,3,3,1,Muhammad Asad Abdurrasak Perez,spa_muhammadasadabd,Translated by Muhammad Asad Abdurrasak Perez in Spanish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/spa-muhammadasadabd.json
Spain,Yes,fawazahmed,Spanish,Spanish,spa,3,3,1,Raul Gonzalez Bornez,spa_raulgonzalezbor,Translated by Raul Gonzalez Bornez in Spanish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/spa-raulgonzalezbor.json
"Albania, Kosovo",Mixed,fawazahmed,Albanian,Albanian,sqi,15,15,1,Feti Mehdiu,sqi_fetimehdiu,Translated by Feti Mehdiu in Albanian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/sqi-fetimehdiu.json
"Albania, Kosovo",Mixed,fawazahmed,Albanian,Albanian,sqi,15,15,1,Hasan Efendi Nahi,sqi_hasanefendinahi,Translated by Hasan Efendi Nahi in Albanian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/sqi-hasanefendinahi.json
"Albania, Kosovo",Mixed,fawazahmed,Albanian,Albanian,sqi,15,15,1,Sherif Ahmeti,sqi_sherifahmeti,Translated by Sherif Ahmeti in Albanian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/sqi-sherifahmeti.json
"Albania, Kosovo",Mixed,fawazahmed,Albanian,Albanian,sqi,15,15,1,Unknown,sqi_unknown,Translated by Unknown in Albanian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/sqi-unknown.json
Sweden,Yes,fawazahmed,Swedish,Swedish,swe,99,99,1,Knut Bernstrom,swe_knutbernstrom,Translated by Knut Bernstrom in Swedish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/swe-knutbernstrom.json
"India, Sri Lanka",Yes,fawazahmed,Tamil,Tamil,tam,45,45,1,Jan Turst Foundation,tam_janturstfoundat,Translated by Jan Turst Foundation in Tamil,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tam-janturstfoundat.json
Russia(Republic of Tatarstan),No,fawazahmed,Tatar,Tatar,tat,17,17,1,Yakub Ibn Nugman,tat_yakubibnnugman,Translated by Yakub Ibn Nugman in Tatar,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tat-yakubibnnugman.json
India (Andhra Pradesh and Telangana state),Yes,fawazahmed,Telugu,Telugu,tel,42,42,1,Abdul Raheem Mohammad Moulana,tel_abdulraheemmoha,Translated by Abdul Raheem Mohammad Moulana in Telugu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tel-abdulraheemmoha.json
India (Andhra Pradesh and Telangana state),Yes,fawazahmed,Telugu,Telugu,tel,42,42,1,Muhammad Aziz Ur Rehman,tel_muhammadazizurr,Translated by Muhammad Aziz Ur Rehman in Telugu,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/tel-muhammadazizurr.json
